Resumen de incidencia;Horas registradas;Fecha de trabajo;Fecha;Hora Registro;Hasta;Cliente;Descripción del Trabajo;Clave Padre
Revision con Minsait;0,75;2025-04-01 08:30;2025-04-01;08:30;9:15;IE;"Revisión alcance trabajos integración Marketo - Dynamics - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón support@omni.pro

El objetivo de la reunión es delimitar los trabajos a acometer por ambo";IE70-216
Marketo | Ideación migración de campañas 40%;1,5;2025-04-01 09:15;2025-04-01;09:15;10:45;IE;"HERA | Refinamiento de flujo, assets y modelo de datos. Bachelor App Started & Bachelor Pre-BOP - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón support@omni.pro



________________________________
From: Clara Pizarro Valle <clara.";IE70-3
Actualización estimaciones desarrollos;1,25;2025-04-01 10:45;2025-04-01;10:45;12:00;IE;Se actualizan las estimaciones luego de sesión con Minsait, se plantean mecanismo contra fallos en la integración de las colas del middleware;IE70-210
Refinamiento ppt solución tecnica;0,75;2025-04-02 08:00;2025-04-02;08:00;8:45;IE;"Revisión solución técnica - gestión de leads - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón support@omni.pro

Buenos días.

Se convoca esta reunión para revisar la solución técnic";IE70-211
IE-Planning;0,25;2025-04-02 08:45;2025-04-02;08:45;9:00;IE;"IE70-11 CX | Planning IE - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 264 476 591 393
Passcode: im2AQ3zZ
________________________________
For organizers: Meeting options
_______";IE70-7
Marketo | Ideación migración de campañas 60%;0,75;2025-04-02 09:15;2025-04-02;09:15;10:00;IE;"HERA | Refinamiento de flujo, assets y modelo de datos. Master App Started & Master Pre-BOP - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón support@omni.pro



________________________________
From: Clara Pizarro Valle <clara.";IE70-3
IE-Daily;0,25;2025-04-03 08:00;2025-04-03;08:00;8:15;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 222 239 148 797
Código de acceso: Rk3Ct3Qz
________________________________
Para organizadore";IE70-7
Sesion con cliente;0,75;2025-04-03 08:15;2025-04-03;08:15;9:00;IE;"HERA | Ajustes finales y cierre. Master by Pathway & Bachelor by Pathway - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón support@omni.pro

Buenos días, reenviad a quien consideréis que deba asistir, muchas grac";IE70-234
Ajustes PPT;0,75;2025-04-03 09:00;2025-04-03;09:00;9:45;IE;Minsait nos comunica correcciones a realizar;IE70-244
Ajustes PPT;2;2025-04-03 10:00;2025-04-03;10:00;12:00;IE;"IE | Revisión comentarios PPT - Hola equipo, armo esta reunion para revisar los comentarios de IE:

Buenos días a todos.

Queremos compartiros varios comentarios al respecto del documento de Solución Global:


  *
Este documento es el más importante del proyecto, es la solución ";IE70-244
Sesión Minsait;0,75;2025-04-03 12:00;2025-04-03;12:00;12:45;IE;Sesión Minsait para revisar Journeys a diseñar;IE70-211
Sesión Minsait;0,75;2025-04-03 12:45;2025-04-03;12:45;13:30;IE;Sesión yolanda revisión ppte change request;IE70-211
Ajustes PPT;0,75;2025-04-03 14:45;2025-04-03;14:45;15:30;IE;Diseño en Miro de los Journeys definidos;IE70-244
RT-CDP | PoC Oportunidad multiproducto;0,5;2025-04-03 15:30;2025-04-03;15:30;16:00;IE;Conexión con postman;IE70-3
Refinamiento ppt solución tecnica;2,3;2025-04-04 06:00;2025-04-04;06:00;8:15;IE;Diseño journeys;IE70-211
Sesion interna;1;2025-04-04 09:30;2025-04-04;09:30;10:30;IE;Sesión Daniel para ver correo Yolanda;IE70-211
ALL | Diseño de arquitectura para casos de uso al 70%;0,5;2025-04-04 10:30;2025-04-04;10:30;11:00;IE;Redacción respuesta correo Yolanda;IE70-3
Ajustes PPT;1,5;2025-04-04 11:00;2025-04-04;11:00;12:30;IE;"IE70- | Modificacion documento de arquitectura actual - ________________________________________________________________________________
Microsoft Teams ¿Necesitas ayuda?
Unirse a la reunión ahora
Id. de reunión: 279 863 515 410
Código de acceso: 55t3SC6x
________________________________
Para organ";IE70-244
Sesion interna;0,25;2025-04-04 13:30;2025-04-04;13:30;13:45;IE;Sesión Jairo Guevara para revisar consulta arquitectura ;IE70-211
Ajustes PPT;0,75;2025-04-04 13:45;2025-04-04;13:45;14:30;IE;Revisión documentación arquitectura AEP;IE70-244
Refinamiento ppt solución tecnica;0,8;2025-04-07 06:15;2025-04-07;06:15;7:00;IE;Revisión Miro y ppt para ver diagramas y descripciones;IE70-211
Refinamiento ppt solución tecnica;0,3;2025-04-07 07:00;2025-04-07;07:00;7:15;IE;Actualización diagrama;IE70-211
IE-Daily;0,25;2025-04-07 08:00;2025-04-07;08:00;8:15;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 222 239 148 797
Código de acceso: Rk3Ct3Qz
________________________________
Para organizadore";IE70-7
Refinamiento ppt solución tecnica;0,25;2025-04-07 08:15;2025-04-07;08:15;8:30;IE;Revisión nuevos requerimientos para solución global;IE70-211
Sesion interna;0,5;2025-04-07 10:15;2025-04-07;10:15;10:45;IE;Diseño correo para continuidad caso de uso de mensajería. Revisión opciones contacto con proovedores;IE70-211
Sesion interna;0,25;2025-04-07 10:45;2025-04-07;10:45;11:00;IE;Sesión Daniel;IE70-211
Sesion interna;0,25;2025-04-07 11:00;2025-04-07;11:00;11:15;IE;"IE | To be - ________________________________________________________________________________
Microsoft Teams meeting Need help?
Join: https://teams.microsoft.com/meet/263189363486?p=6KCCjIOlIx1B3yjqqF
Meeting ID: 263 189 363 486
Passcode: m9aG6iy9
____________";IE70-211
Ajustes PPT;0,75;2025-04-07 11:15;2025-04-07;11:15;12:00;IE;Refinamiento ptt;IE70-244
Ajustes PPT;2;2025-04-07 14:00;2025-04-07;14:00;16:00;IE;"IE70-245 | Revisión PPT Arquitectura y Feedback - ________________________________________________________________________________
Microsoft Teams meeting Need help?
Join: https://teams.microsoft.com/meet/294993406988?p=ZiJGgN7qLct1Ld412u
Meeting ID: 294 993 406 988
Passcode: ov3FY3Cj
____________";IE70-244
presentacion;1,0;2025-04-08 05:30;2025-04-08;05:30;6:30;IE;"HERA | Presentación interna Solución Global - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón support@omni.pro



________________________________
De: Clara Pizarro Valle <clara.pi";IE70-244
Marketo | PoC Uso de webhooks para envío masivo de mensajería;1,5;2025-04-08 06:30;2025-04-08;06:30;8:00;IE;IE70-X | Prueba uso masivo de webhooks Mkto  - Se configura una api de prueba para realizar peticiones desde los webhooks. Se busca documentación sobre recomendaciones y limitaciones;IE70-3
Marketo | PoC Uso de webhooks para envío masivo de mensajería;0,5;2025-04-08 09:00;2025-04-08;09:00;9:30;IE;IE70-X | Prueba uso masivo de webhooks Mkto - Se configura en marketo webhooks, se preparan smart lists para tener una base significativa de leads.;IE70-3
Marketo | PoC Uso de webhooks para envío masivo de mensajería;0,5;2025-04-08 12:30;2025-04-08;12:30;13:00;IE;IE70-X | Prueba uso masivo de webhooks de Mkto - Se buscan opciones para hacer un envió masivo a una smart list;IE70-3
Ajustes PPT;1,25;2025-04-08 15:45;2025-04-08;15:45;17:00;IE;"IE70- | Modificacion documento de arquitectura actual - ________________________________________________________________________________
Microsoft Teams ¿Necesitas ayuda?
Unirse a la reunión ahora
Id. de reunión: 257 980 761 597
Código de acceso: zo7d39vd
________________________________
Para organ";IE70-244
Ajustes PPT;2,0;2025-04-09 06:00;2025-04-09;06:00;8:00;IE;IE70-245 | Ajuste PPT - Se hacen las correcciones y ajustes dialogados en una sesión anterior con minsait;IE70-244
IE-Daily;0,25;2025-04-09 08:00;2025-04-09;08:00;8:15;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Ajustes PPT;0,25;2025-04-09 08:15;2025-04-09;08:15;8:30;IE;"Revisión enfoque Solución Global - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón support@omni.pro


Movemos la reunión para el lunes, de forma que podamos ver el documen";IE70-244
Ajustes PPT;0,5;2025-04-09 08:30;2025-04-09;08:30;9:00;IE;IE70-245 Ajustes PPT - Se ajusta la ppt y los journeys antes de enviar el documento;IE70-244
Marketo | PoC Uso de webhooks para envío masivo de mensajería;0,5;2025-04-09 09:00;2025-04-09;09:00;9:30;IE;IE70-X | Pruebas para uso masivo de webhooks de Mkto;IE70-3
Ajustes PPT;0,5;2025-04-09 09:30;2025-04-09;09:30;10:00;IE;IE70-245 | Ajustes PPT;IE70-244
Marketo | PoC Uso de webhooks para envío masivo de mensajería;0,5;2025-04-09 10:30;2025-04-09;10:30;11:00;IE;IE70-X | Prueba uso masivo de webhooks de Mkto;IE70-3
presentacion;1;2025-04-09 11:00;2025-04-09;11:00;12:00;IE;"Ensayo speech solución global - Algunos contactos que recibieron este mensaje no suelen recibir correos electrónicos de bruizd@minsait.com. Por qué es esto importante

ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga cli";IE70-244
ALL | Diseño de arquitectura para casos de uso al 70%;0,5;2025-04-09 12:00;2025-04-09;12:00;12:30;IE;IE70-11 | Ajuste documentación SMS y WhatsApp;IE70-3
Marketo | PoC Uso de webhooks para envío masivo de mensajería;0,5;2025-04-09 13:30;2025-04-09;13:30;14:00;IE;IE70-X | Prueba uso masivo de webhooks de Mkto;IE70-3
Ajustes PPT;2;2025-04-09 14:00;2025-04-09;14:00;16:00;IE;"IE70-245 | Revisión PPT Arquitectura y Feedback - ________________________________________________________________________________
Microsoft Teams ¿Necesitas ayuda?
Unirse a la reunión ahora
Id. de reunión: 224 880 451 704
Código de acceso: xb7jA3bA
________________________________
Para organ";IE70-244
Ajustes PPT;0,5;2025-04-09 16:00;2025-04-09;16:00;16:30;IE;"IE70-245 | Revisión PPT Arquitectura y Feedback - ________________________________________________________________________________
Microsoft Teams ¿Necesitas ayuda?
Unirse a la reunión ahora
Id. de reunión: 224 880 451 704
Código de acceso: xb7jA3bA
________________________________
Para organ";IE70-244
Marketo | Documentación y pruebas Munchkin code;1,5;2025-04-10 06:00;2025-04-10;06:00;7:30;IE;IE70-X | Prueba y documentación de Munchkin code Mkto;IE70-3
Ajustes PPT;0,5;2025-04-10 07:30;2025-04-10;07:30;8:00;IE;IE70-244 | Repaso presentación;IE70-244
Sesiones con cliente;1;2025-04-10 08:00;2025-04-10;08:00;9:00;IE;Sesión cliente para revisar insersión de datos en sus sistemas y tratamiento de datos;IE70-207
Sesion con cliente;1;2025-04-10 09:00;2025-04-10;09:00;10:00;IE;"IE | Ajustes finales - migración de campañas - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 289 456 236 084
Código de acceso: Ye9en2vH
________________________________
Para organizado";IE70-234
presentacion;1;2025-04-10 10:00;2025-04-10;10:00;11:00;IE;"RV: Solución Global HERA: Un cambio de paradigma. Objetivos y beneficios. - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón support@omni.pro





De: clara.pizarro@ie.edu
Cuándo: 17:00 - 18:00 10 de abril de ";IE70-244
Marketo | PoC Custom Object Bulk Export por deltas de fecha;1;2025-04-10 11:00;2025-04-10;11:00;12:00;IE;IE70-X | Prueba export custom objects por deltas;IE70-3
Marketo | Documentación y pruebas Munchkin code;2;2025-04-10 12:00;2025-04-10;12:00;14:00;IE;Se realiza prueba de flujo de datos, merge de datos anónimos con leads identificados;IE70-3
Marketo | PoC Uso de webhooks para envío masivo de mensajería;0,5;2025-04-11 07:30;2025-04-11;07:30;8:00;IE;"IE | Whatsapp & SMS - ________________________________________________________________________________
Microsoft Teams meeting Need help?
Join: https://teams.microsoft.com/meet/2616912551361?p=RCP8DUdwx3zuC39hz3
Meeting ID: 261 691 255 136 1
Passcode: rK9GD9Mc
_________";IE70-3
Seguimiento nueva instancia Marketo;1;2025-04-11 08:00;2025-04-11;08:00;9:00;IE;Seguimiento a integración CRM/Marketo debido a pregunta de Minsait sobre entornos;IE70-250
Marketo | PoC Uso de webhooks para envío masivo de mensajería;1;2025-04-11 09:00;2025-04-11;09:00;10:00;IE;IE70-X | Prueba mensajeria masiva con zappier;IE70-3
Marketo | PoC Uso de webhooks para envío masivo de mensajería;1;2025-04-11 10:30;2025-04-11;10:30;11:30;IE;IE-70 | Prueba mensajeria masiva;IE70-3
Seguimiento nueva instancia Marketo;0,5;2025-04-11 12:00;2025-04-11;12:00;12:30;IE;IE70-X | Seguimiento duda instancias Marketo ;IE70-250
Marketo | PoC Uso de webhooks para envío masivo de mensajería;1;2025-04-11 13:30;2025-04-11;13:30;14:30;IE;Prueba final flujo de webhook para listado de 600 leads;IE70-3
IE-Daily;0,5;2025-04-14 08:00;2025-04-14;08:00;8:30;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Maquetacion propuesta de campañas a migrar;1,5;2025-04-14 10:00;2025-04-14;10:00;11:30;IE;"IE | Diseño Campañas Marketo - ________________________________
From: Andrea Castillo <andrea.castillo@omni.pro>
Sent: Thursday, April 10, 2025 4:50:31 AM (UTC-05:00) Bogota, Lima, Quito, Rio Branco
To: Nilka Solis <nilka.solis@omni.pro>
Subject: IE | Diseño Campañas Marketo
Whe";IE70-234
Maquetacion propuesta de campañas a migrar;0,5;2025-04-14 11:30;2025-04-14;11:30;12:00;IE;IE | Prueba dynamic content en nuevos emails;IE70-234
Marketo | PoC Uso de webhooks para envío masivo de mensajería;2;2025-04-14 13:00;2025-04-14;13:00;15:00;IE;IE | Seguimiento propuesta SMS y correo para solicitar recomendaciones de Adobe;IE70-3
Marketo | PoC Uso de webhooks para envío masivo de mensajería;0,3;2025-04-15 06:00;2025-04-15;06:00;6:15;IE;IE - Seguimiento emails;IE70-3
ALL | Diseño de arquitectura para casos de uso al 70%;0,8;2025-04-15 06:15;2025-04-15;06:15;7:00;IE;"IE | JSON Custom Objects - ________________________________________________________________________________
Microsoft Teams meeting Need help?
Join: https://teams.microsoft.com/meet/2670317666484?p=cJcwxbkzYU2GPyLF1N
Meeting ID: 267 031 766 648 4
Passcode: WB7Fw9X2
_________";IE70-3
ALL | Diseño de arquitectura para casos de uso al 70%;1,0;2025-04-15 07:00;2025-04-15;07:00;8:00;IE;Sesiones para validar casos de uso de custom objects y su definición;IE70-3
IE-Daily;0,25;2025-04-15 08:00;2025-04-15;08:00;8:15;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
